,open_BTC,high_BTC,low_BTC,close_BTC,volume_BTC,price_treasury,open_treasury,high_treasury,low_treasury,change%_treasury,price_oil,open_oil,high_oil,low_oil,volume_oil,chnage%_oil,price_S&P,open_S&P,high_S&P,low_S&P,volume_S&P,change%_S&P,price_gold,open_gold,high_gold,low_gold,volume_gold,change%_gold
2020-09-23,10531.13,10541.25,10135.22,10235.1,8893.24233647,0.677,0.676,0.692,0.656,0.97%,39.93,39.76,40.75,39.26,318.75K,0.83%,"3,236.92","3,320.11","3,323.35","3,232.57",-,-2.37%,"1,887.00","1,924.60","1,924.60","1,876.30",0.57K,-2.10%
2020-09-24,10237.41,10795.87,10192.56,10740.01,9678.39349807,0.668,0.674,0.681,0.661,-1.45%,40.31,39.6,40.37,39.12,269.99K,0.95%,"3,246.59","3,226.14","3,278.70","3,209.45",-,0.30%,"1,894.90","1,879.90","1,892.60","1,874.70",0.26K,0.42%
2020-09-25,10740.0,10765.07,10551.0,10690.53,9690.62760986,0.656,0.671,0.679,0.651,-1.71%,40.25,40.15,40.64,39.71,229.03K,-0.15%,"3,298.46","3,236.66","3,306.88","3,228.44",-,1.60%,"1,884.80","1,885.10","1,885.10","1,880.00",0.06K,-0.53%
2020-09-28,10779.0,10956.11,10621.22,10695.55,8876.06156838,0.658,0.658,0.674,0.654,0.00%,40.6,40.07,40.8,39.78,226.43K,0.87%,"3,351.60","3,333.90","3,360.74","3,332.91",-,1.61%,"1,901.00","1,883.70","1,905.50","1,872.00",0.35K,0.86%
2020-09-29,10694.9,10860.79,10636.13,10840.73,8200.78265336,0.651,0.658,0.663,0.641,-0.99%,39.29,40.58,40.7,38.41,379.60K,-3.23%,"3,335.47","3,350.92","3,357.92","3,327.54",-,-0.48%,"1,922.10","1,907.40","1,921.20","1,907.40",0.05K,1.11%
2020-09-30,10839.98,10847.0,10657.04,10779.63,6318.52943807,0.686,0.651,0.704,0.641,5.30%,40.22,39.16,40.37,38.68,340.29K,2.37%,"3,363.00","3,341.21","3,393.56","3,340.47",-,0.83%,"1,914.60","1,915.30","1,918.90","1,905.20",0.05K,-0.39%
2020-10-01,10779.63,10931.98,10427.75,10617.63,12848.73637335,0.679,0.689,0.72,0.669,-0.96%,38.72,39.9,40.47,37.61,443.44K,-3.73%,"3,380.80","3,385.87","3,397.18","3,361.39",-,0.53%,"1,935.40","1,927.60","1,935.50","1,921.20",0.18K,1.09%
2020-10-02,10616.35,10668.56,10363.76,10573.12,10263.48290265,0.704,0.682,0.706,0.653,3.64%,37.05,38.6,38.65,36.63,391.43K,-4.31%,"3,348.44","3,338.94","3,369.10","3,323.69",-,-0.96%,"1,926.60","1,929.60","1,933.70","1,921.30",0.12K,-0.45%
2020-10-05,10670.01,10800.0,10621.12,10795.0,6081.38701926,0.778,0.71,0.783,0.699,10.33%,39.22,37.0,39.72,37.0,378.58K,5.86%,"3,408.63","3,367.27","3,409.57","3,367.27",-,1.80%,"1,939.00","1,937.00","1,937.00","1,937.00",0.11K,0.64%
2020-10-06,10796.97,10800.0,10524.0,10602.66,7596.36372031,0.734,0.775,0.792,0.727,-5.76%,40.67,39.35,40.86,39.1,400.53K,3.70%,"3,360.95","3,408.74","3,431.56","3,354.54",-,-1.40%,"1,928.30","1,937.20","1,942.20","1,900.50",0.10K,-0.55%
2020-10-07,10601.2,10683.75,10546.78,10670.47,6108.04255109,0.784,0.74,0.797,0.739,6.80%,39.95,39.83,40.35,39.28,433.07K,-1.77%,"3,419.45","3,384.56","3,426.26","3,384.56",-,1.74%,"1,911.60","1,894.50","1,911.40","1,890.00",0.19K,-0.87%
2020-10-08,10670.47,10963.16,10532.11,10933.09,11301.25106194,0.779,0.78,0.787,0.762,-0.64%,41.19,39.99,41.33,39.76,409.79K,3.10%,"3,446.83","3,434.28","3,447.28","3,428.15",-,0.80%,"1,916.80","1,902.80","1,916.20","1,899.00",0.21K,0.27%
2020-10-09,10932.44,11111.11,10834.49,11057.07,10098.3991552,0.779,0.777,0.799,0.76,0.00%,40.6,41.31,41.47,40.38,331.70K,-1.43%,"3,477.13","3,459.67","3,482.34","3,458.07",-,0.88%,"1,947.80","1,930.50","1,956.20","1,929.50",0.23K,1.62%
2020-10-12,11374.01,11736.02,11187.6,11535.46,11056.91558046,0.764,0.764,0.764,0.764,-1.93%,39.43,40.4,40.45,39.04,322.04K,-2.88%,"3,534.22","3,500.02","3,549.85","3,499.61",-,1.64%,"1,950.70","1,953.50","1,957.70","1,948.70",0.22K,0.15%
2020-10-13,11535.46,11561.45,11312.59,11428.22,8639.21277154,0.729,0.76,0.769,0.726,-4.56%,40.2,39.53,40.53,39.35,375.47K,1.95%,"3,511.93","3,534.01","3,534.01","3,500.86",-,-0.63%,"1,916.70","1,937.50","1,949.60","1,915.80",0.23K,-1.74%
2020-10-14,11428.22,11556.37,11290.83,11427.7,7078.70152873,0.727,0.73,0.735,0.709,-0.23%,41.04,40.19,41.16,39.82,328.30K,2.09%,"3,488.67","3,515.47","3,527.94","3,480.55",-,-0.66%,"1,929.80","1,929.40","1,929.40","1,926.70",0.25K,0.68%
2020-10-15,11427.7,11641.38,11263.15,11509.34,8538.52039637,0.739,0.724,0.74,0.691,1.61%,40.96,41.13,41.29,39.22,248.25K,-0.19%,"3,483.34","3,453.72","3,489.08","3,440.89",-,-0.15%,"1,930.80","1,923.20","1,923.20","1,919.20",0.18K,0.05%
2020-10-16,11509.31,11550.01,11201.0,11328.95,9505.26615373,0.749,0.736,0.757,0.721,1.35%,40.88,40.88,41.05,40.08,96.49K,-0.20%,"3,483.81","3,493.50","3,515.76","3,480.45",-,0.01%,"1,928.30","1,934.40","1,934.40","1,927.50",0.06K,-0.13%
2020-10-19,11514.2,11833.0,11416.04,11760.45,10313.23447344,0.772,0.759,0.781,0.754,1.54%,40.83,40.69,41.22,40.54,75.34K,-0.12%,"3,426.92","3,493.66","3,502.42","3,419.93",-,-1.63%,"1,933.00","1,941.90","1,941.90","1,941.90",0.12K,0.24%
2020-10-20,11760.45,12050.0,11685.0,11923.83,13840.02481291,0.786,0.769,0.801,0.764,1.74%,41.46,40.65,41.7,40.25,24.52K,1.54%,"3,443.12","3,439.38","3,476.93","3,435.65",-,0.47%,"1,936.30","1,922.90","1,936.60","1,921.90",0.11K,0.17%
2020-10-21,11923.07,13250.04,11900.01,12808.0,32404.63293167,0.821,0.799,0.836,0.797,4.48%,40.03,41.22,41.59,39.78,366.90K,-3.45%,"3,435.56","3,439.91","3,464.86","3,433.06",-,-0.22%,"1,950.30","1,925.10","1,948.60","1,925.10",0.16K,0.72%
2020-10-22,12808.01,13200.0,12698.02,12987.02,20337.78966446,0.861,0.814,0.87,0.804,4.92%,40.64,40.04,41.02,39.71,307.49K,1.52%,"3,453.49","3,438.50","3,460.53","3,415.34",-,0.52%,"1,925.70","1,940.50","1,940.50","1,907.60",0.18K,-1.26%
2020-10-23,12988.2,13037.0,12722.72,12937.09,10450.87207186,0.841,0.858,0.872,0.831,-2.32%,39.85,40.61,40.92,39.57,268.93K,-1.94%,"3,465.39","3,464.90","3,466.46","3,440.45",-,0.34%,"1,926.40","1,926.30","1,926.40","1,924.60",0.04K,0.04%
2020-10-26,13045.02,13250.0,12785.0,13068.79,12275.35826032,0.803,0.828,0.831,0.791,-4.59%,38.56,39.69,39.74,38.28,360.18K,-3.24%,"3,400.97","3,441.42","3,441.42","3,364.86",-,-1.86%,"1,927.10","1,919.00","1,926.10","1,919.00",0.06K,0.04%
2020-10-27,13068.79,13793.72,13061.28,13698.18,17267.43967837,0.771,0.794,0.809,0.768,-3.96%,39.57,38.59,39.83,38.51,339.54K,2.62%,"3,390.68","3,403.15","3,409.51","3,388.71",-,-0.30%,"1,932.90","1,921.40","1,933.50","1,921.40",0.06K,0.30%
2020-10-28,13740.85,13863.87,12891.57,13281.05,21073.3766776,0.774,0.766,0.784,0.746,0.44%,37.39,38.97,39.01,36.97,489.95K,-5.51%,"3,271.03","3,342.48","3,342.48","3,268.89",-,-3.53%,"1,900.00","1,928.90","1,928.90","1,897.30",0.08K,-1.70%
2020-10-29,13281.06,13650.0,12976.29,13460.0,15796.07667651,0.831,0.779,0.841,0.769,7.37%,36.17,37.39,37.76,34.92,568.82K,-3.26%,"3,310.11","3,277.17","3,341.05","3,259.82",-,1.19%,"1,888.20","1,886.20","1,886.20","1,884.00",0.62K,-0.62%
2020-10-30,13460.0,13687.82,13131.31,13571.51,15664.29047538,0.874,0.831,0.877,0.805,5.09%,35.79,36.07,36.6,35.21,388.97K,-1.05%,"3,269.96","3,293.59","3,304.93","3,233.94",-,-1.21%,"1,899.90","1,908.00","1,908.00","1,897.60",0.16K,0.62%
2020-11-02,13771.7,13840.0,13215.0,13563.22,12191.83070954,0.852,0.855,0.874,0.828,-0.78%,36.81,35.24,37.15,33.64,489.20K,2.85%,"3,310.24","3,296.20","3,330.14","3,279.74",-,1.23%,"1,912.50","1,896.80","1,914.90","1,896.80",0.12K,0.66%
2020-11-03,13563.22,14081.45,13290.0,14035.8,13965.78812958,0.896,0.852,0.901,0.852,5.18%,37.66,37.03,38.32,36.57,410.61K,2.31%,"3,369.16","3,336.25","3,389.49","3,336.25",-,1.78%,"1,930.10","1,912.60","1,928.00","1,912.60",0.22K,0.92%
2020-11-04,14034.35,14273.6,13530.01,14161.48,16894.77786852,0.771,0.928,0.945,0.756,-13.91%,39.15,38.15,39.25,37.26,437.00K,3.96%,"3,443.44","3,406.46","3,486.25","3,405.17",-,2.20%,"1,916.10","1,916.70","1,928.50","1,908.10",0.23K,-0.73%
2020-11-05,14165.86,15775.0,14115.0,15608.21,31865.97472203,0.766,0.756,0.79,0.718,-0.65%,38.79,39.17,39.35,38.27,298.37K,-0.92%,"3,510.45","3,485.74","3,529.05","3,485.74",-,1.95%,"1,967.30","1,948.40","1,968.30","1,948.40",0.16K,2.67%
2020-11-06,15608.06,15977.67,15190.36,15599.95,25150.39252742,0.82,0.763,0.837,0.758,7.02%,37.14,38.54,38.61,37.06,411.03K,-4.25%,"3,509.44","3,508.34","3,521.58","3,484.34",-,-0.03%,"1,973.00","1,961.50","1,977.70","1,958.10",0.43K,0.29%
2020-11-09,15482.89,15856.9,14817.14,15342.25,21951.27612698,0.924,0.83,0.975,0.798,11.22%,40.29,37.34,41.33,37.16,622.92K,8.48%,"3,550.50","3,583.04","3,645.99","3,547.48",-,1.17%,"1,874.50","1,978.40","1,978.40","1,871.90",0.57K,-4.99%
2020-11-10,15342.1,15481.06,15090.08,15315.03,13489.67510052,0.96,0.927,0.973,0.908,3.90%,41.36,39.91,41.84,39.41,457.05K,2.66%,"3,545.53","3,543.26","3,557.22","3,511.91",-,-0.14%,"1,896.90","1,893.80","1,903.90","1,888.10",0.37K,1.19%
2020-11-11,15315.46,16000.0,15293.04,15705.79,15257.35722584,0.977,0.977,0.977,0.977,1.81%,41.45,41.79,43.06,41.32,443.77K,0.22%,"3,572.66","3,563.22","3,581.16","3,557.00",-,0.77%,"1,881.10","1,897.10","1,900.30","1,874.00",0.40K,-0.83%
2020-11-12,15705.79,16370.89,15446.82,16310.81,22153.73849401,0.883,0.952,0.964,0.878,-9.59%,41.12,41.47,42.19,40.87,401.03K,-0.80%,"3,537.01","3,562.67","3,569.02","3,518.58",-,-1.00%,"1,893.50","1,889.90","1,901.60","1,889.90",0.91K,0.66%
2020-11-13,16310.81,16491.92,15975.0,16339.56,14593.51518544,0.898,0.885,0.901,0.864,1.66%,40.13,40.94,40.94,40.06,338.19K,-2.41%,"3,585.15","3,552.57","3,593.66","3,552.57",-,1.36%,"1,906.30","1,894.90","1,913.90","1,894.90",0.45K,0.68%
2020-11-16,15970.0,16892.0,15879.0,16726.64,13948.30524238,0.911,0.9,0.931,0.873,1.10%,41.34,40.17,42.09,40.15,378.79K,3.02%,"3,626.91","3,600.16","3,628.51","3,600.16",-,1.16%,"1,906.00","1,903.10","1,904.70","1,903.00",0.22K,-0.02%
2020-11-17,16726.49,17880.0,16575.42,17679.36,25230.22403641,0.862,0.905,0.916,0.859,-5.40%,41.43,41.44,41.69,40.57,243.68K,0.22%,"3,609.53","3,610.31","3,623.11","3,588.68",-,-0.48%,"1,902.60","1,906.20","1,906.20","1,903.50",0.42K,-0.18%
2020-11-18,17679.86,18488.0,17205.02,17782.91,32425.98660226,0.87,0.862,0.893,0.836,0.95%,41.82,41.35,42.46,41.08,107.01K,0.94%,"3,567.79","3,612.09","3,619.09","3,567.33",-,-1.16%,"1,889.50","1,892.50","1,893.60","1,882.00",0.58K,-0.69%
2020-11-19,17790.18,18193.29,17356.0,17821.58,17141.49267548,0.842,0.86,0.867,0.831,-3.20%,41.74,41.61,41.98,41.08,88.14K,-0.19%,"3,581.87","3,559.41","3,585.22","3,543.84",-,0.39%,"1,877.40","1,873.30","1,877.50","1,870.00",0.17K,-0.64%
2020-11-20,17821.92,18830.3,17764.76,18675.25,17901.931678,0.824,0.82,0.85,0.818,-2.14%,42.15,41.7,42.32,41.51,29.78K,0.98%,"3,557.54","3,579.31","3,581.23","3,556.85",-,-0.68%,"1,888.20","1,882.70","1,894.00","1,881.70",0.28K,0.58%
2020-11-23,18437.18,18777.77,18001.0,18384.82,17655.66362172,0.859,0.832,0.862,0.826,4.16%,43.06,42.46,43.36,42.29,300.72K,2.16%,"3,577.59","3,566.82","3,589.81","3,552.77",-,0.56%,"1,854.30","1,885.20","1,889.60","1,846.50",0.78K,-1.80%
2020-11-24,18384.82,19469.0,18052.02,19172.84,26623.09452709,0.885,0.872,0.888,0.854,3.05%,44.91,42.84,45.2,42.82,418.53K,4.30%,"3,635.41","3,594.52","3,642.31","3,594.52",-,1.62%,"1,820.60","1,850.80","1,851.20","1,817.50",0.74K,-1.82%
2020-11-25,19172.9,19500.0,18502.0,18721.93,20485.39373121,0.882,0.887,0.9,0.855,-0.36%,45.71,44.82,46.26,44.73,417.18K,1.78%,"3,629.65","3,635.50","3,635.50","3,617.76",-,-0.16%,"1,820.20","1,821.70","1,829.90","1,818.40",0.74K,-0.02%
2020-11-27,17169.99,17475.0,16400.0,17153.95,23333.98429789,0.842,0.859,0.868,0.839,-1.91%,45.53,45.9,46.09,44.55,365.13K,1.22%,"3,638.35","3,638.55","3,644.31","3,629.33",-,0.24%,"1,797.50","1,824.00","1,826.40","1,787.00",0.55K,-0.53%
2020-11-30,18202.02,19873.23,18201.47,19713.94,27293.4791942,0.842,0.845,0.86,0.831,-0.19%,45.34,45.34,45.8,44.42,370.76K,-0.42%,"3,621.63","3,634.18","3,634.18","3,594.39",-,-0.46%,"1,790.20","1,798.80","1,798.80","1,776.60",0.89K,-0.41%
2020-12-01,19713.94,19915.14,18109.0,18782.97,30442.86543674,0.929,0.847,0.938,0.834,10.34%,44.55,45.08,45.7,44.12,314.92K,-1.74%,"3,662.45","3,645.87","3,678.45","3,645.87",-,1.13%,"1,827.80","1,789.40","1,829.70","1,789.40",1.45K,2.10%
2020-12-02,18778.18,19340.0,18335.0,19225.63,16227.13637423,0.938,0.923,0.966,0.911,0.89%,45.28,44.38,45.92,43.92,368.85K,1.64%,"3,669.01","3,653.78","3,670.96","3,644.84",-,0.18%,"1,838.40","1,820.60","1,843.00","1,820.60",1.15K,0.58%
2020-12-03,19222.45,19625.64,18885.0,19448.64,14648.29683367,0.911,0.936,0.946,0.901,-2.82%,45.64,44.99,45.84,44.66,350.77K,0.80%,"3,666.72","3,668.28","3,682.73","3,657.17",-,-0.06%,"1,849.00","1,843.60","1,854.40","1,836.10",0.91K,0.58%
2020-12-04,19446.43,19546.46,18576.05,18658.1,16382.87739223,0.973,0.91,0.986,0.901,6.73%,46.26,45.64,46.68,45.61,335.45K,1.36%,"3,699.12","3,670.94","3,699.20","3,670.94",-,0.88%,"1,849.00","1,850.00","1,860.40","1,842.80",0.91K,0.00%
2020-12-07,19375.6,19432.57,18901.0,19177.71,8977.45166263,0.928,0.974,0.974,0.924,-4.60%,45.76,46.15,46.54,45.36,348.87K,-1.08%,"3,691.96","3,694.73","3,697.41","3,678.88",-,-0.19%,"1,875.30","1,847.90","1,880.40","1,834.20",2.15K,1.42%
2020-12-08,19177.08,19299.51,18200.0,18316.22,15161.86263318,0.921,0.928,0.941,0.893,-0.71%,45.6,45.66,45.93,45.14,332.64K,-0.35%,"3,702.25","3,683.05","3,708.45","3,678.83",-,0.28%,"1,884.20","1,877.00","1,886.60","1,874.50",1.91K,0.47%
2020-12-09,18316.22,18647.33,17639.0,18546.55,20667.36635634,0.938,0.931,0.959,0.924,1.79%,45.52,45.6,46.24,44.95,434.98K,-0.18%,"3,672.82","3,705.98","3,712.39","3,660.54",-,-0.79%,"1,847.70","1,883.10","1,883.10","1,844.00",1.66K,-1.94%
2020-12-10,18546.55,18556.42,17905.0,18253.44,14899.20296937,0.906,0.926,0.941,0.905,-3.35%,46.78,45.69,47.74,45.52,447.53K,2.77%,"3,668.10","3,659.13","3,678.49","3,645.18",-,-0.13%,"1,846.90","1,849.60","1,857.10","1,840.80",2.72K,-0.04%
2020-12-11,18257.18,18293.08,17580.0,18042.15,16953.63356031,0.896,0.91,0.915,0.873,-1.09%,46.57,46.97,47.29,46.34,367.31K,-0.45%,"3,663.46","3,656.08","3,665.91","3,633.40",-,-0.13%,"1,853.10","1,848.90","1,859.50","1,836.60",2.14K,0.34%
2020-12-14,19166.65,19349.98,18967.68,19272.37,9102.36972564,0.898,0.911,0.939,0.888,-1.28%,46.99,46.73,47.44,45.69,403.54K,0.90%,"3,647.49","3,675.27","3,697.61","3,645.84",-,-0.44%,"1,841.90","1,848.30","1,849.10","1,830.00",0.68K,-0.60%
2020-12-15,19272.37,19565.0,19051.27,19444.6,15345.21212651,0.911,0.898,0.925,0.885,1.47%,47.62,46.99,47.73,46.54,311.17K,1.34%,"3,694.62","3,666.41","3,695.29","3,659.62",-,1.29%,"1,864.90","1,850.20","1,865.70","1,850.20",0.50K,1.25%
2020-12-16,19443.19,21569.94,19300.0,21359.65,33350.23500216,0.92,0.911,0.955,0.901,0.91%,47.82,47.6,47.94,47.17,275.33K,0.42%,"3,701.17","3,696.25","3,711.27","3,688.57",-,0.18%,"1,867.90","1,871.20","1,876.00","1,864.90",0.85K,0.16%
2020-12-17,21360.5,23776.94,21252.01,22826.48,53602.34952384,0.935,0.92,0.945,0.891,1.63%,48.36,47.85,48.59,47.81,96.54K,1.13%,"3,722.48","3,713.65","3,725.12","3,710.87",-,0.58%,"1,899.50","1,876.10","1,910.00","1,876.10",0.35K,1.69%
2020-12-18,22826.37,23280.0,22329.0,23137.76,24829.23581848,0.945,0.931,0.951,0.915,1.07%,49.1,48.43,49.28,48.1,83.71K,1.53%,"3,709.41","3,722.39","3,726.70","3,685.84",-,-0.35%,"1,898.20","1,893.60","1,903.70","1,892.10",0.57K,-0.07%
2020-12-21,23476.51,24118.75,21913.84,22729.4,25728.63855953,0.938,0.938,0.948,0.882,0.00%,47.74,48.54,48.61,46.18,27.96K,-2.77%,"3,694.92","3,684.28","3,702.90","3,636.48",-,-0.39%,"1,892.20","1,916.40","1,920.90","1,872.00",0.56K,-0.32%
2020-12-22,22729.4,23839.78,22380.05,23823.27,18597.6512303,0.921,0.935,0.94,0.915,-1.77%,47.02,47.93,47.96,46.6,295.74K,-1.51%,"3,687.26","3,698.08","3,698.26","3,676.16",-,-0.21%,"1,880.00","1,891.10","1,892.00","1,875.60",0.69K,-0.64%
2020-12-23,23824.13,24090.0,22600.0,23228.35,23412.12172023,0.945,0.918,0.973,0.903,2.53%,48.12,46.79,48.5,46.16,344.31K,2.34%,"3,690.01","3,693.42","3,711.24","3,689.28",-,0.07%,"1,887.60","1,881.50","1,892.30","1,872.60",0.44K,0.40%
2020-12-24,23226.18,23785.0,22712.89,23717.96,16440.75295146,0.926,0.951,0.955,0.921,-1.93%,48.23,48.09,48.62,47.56,167.39K,0.23%,"3,703.06","3,694.03","3,703.82","3,689.32",-,0.35%,"1,893.10","1,888.90","1,897.00","1,886.90",0.18K,0.29%
2020-12-28,26255.16,27477.0,26086.19,27040.36,21265.70934972,0.923,0.94,0.963,0.923,-1.59%,47.62,48.23,48.96,47.5,238.46K,-1.26%,"3,735.36","3,723.03","3,740.51","3,723.03",-,0.87%,"1,890.80","1,900.80","1,912.00","1,885.80",0.54K,-0.12%
2020-12-29,27039.39,27396.77,25833.73,27366.35,20668.10433798,0.94,0.936,0.951,0.928,1.80%,48.0,47.72,48.35,47.68,213.78K,0.80%,"3,727.04","3,750.01","3,756.12","3,723.31",-,-0.22%,"1,893.40","1,893.20","1,900.30","1,890.50",0.37K,0.14%
2020-12-30,27366.35,29018.26,27311.73,28897.42,28181.49681491,0.926,0.935,0.956,0.923,-1.42%,48.4,48.13,48.66,47.61,266.96K,0.83%,"3,732.04","3,736.19","3,744.63","3,730.21",-,0.13%,"1,904.00","1,896.50","1,906.40","1,891.20",0.66K,0.56%
2020-12-31,28897.42,29321.9,28000.0,28990.08,28813.88691084,0.916,0.927,0.937,0.911,-1.07%,48.52,48.35,48.58,47.77,181.89K,0.25%,"3,756.07","3,733.27","3,760.20","3,726.88",-,0.64%,"1,905.80","1,910.00","1,915.20","1,902.90",0.73K,0.09%
2021-01-04,33082.84,33666.99,27678.0,32019.99,46045.38968508,0.918,0.93,0.953,0.906,-1.25%,47.62,48.4,49.83,47.18,528.53K,-1.85%,"3,700.65","3,764.61","3,769.99","3,662.71",-,-1.48%,"1,957.60","1,927.20","1,959.20","1,926.90",1.25K,2.94%
2021-01-05,32020.22,34499.67,29891.13,34030.64,42282.56920027,0.955,0.922,0.963,0.916,4.00%,49.93,47.38,50.2,47.24,643.19K,4.85%,"3,726.86","3,698.02","3,737.83","3,695.07",-,0.71%,"1,965.20","1,955.00","1,965.90","1,953.70",2.22K,0.39%
2021-01-06,34043.91,37000.0,33352.54,36859.26,45744.10320015,1.039,0.95,1.054,0.945,8.80%,50.63,49.82,50.94,49.48,509.37K,1.40%,"3,748.14","3,712.20","3,783.04","3,705.34",-,0.57%,"1,919.40","1,965.60","1,971.50","1,914.40",3.81K,-2.33%
2021-01-07,36859.26,40425.0,36200.0,39505.56,50346.30569052,1.081,1.037,1.088,1.029,4.07%,50.83,50.53,51.28,50.39,369.29K,0.40%,"3,803.79","3,764.71","3,811.55","3,764.71",-,1.48%,"1,924.00","1,933.80","1,938.00","1,920.70",3.30K,0.24%
2021-01-08,39510.55,41986.37,36565.08,40665.15,48522.48490272,1.119,1.079,1.125,1.075,3.47%,52.24,50.93,52.75,50.81,499.42K,2.77%,"3,824.68","3,815.05","3,826.69","3,783.60",-,0.55%,"1,845.40","1,919.70","1,920.60","1,844.00",3.45K,-4.09%
2021-01-11,38168.89,38273.88,30100.0,35452.59,102503.15672849,1.144,1.107,1.148,1.097,2.29%,52.25,52.58,52.7,51.5,394.82K,0.02%,"3,799.61","3,803.14","3,817.86","3,789.02",-,-0.66%,"1,860.90","1,853.40","1,861.30","1,828.20",1.37K,0.84%
2021-01-12,35456.89,36604.51,32500.0,34038.98,48227.62752035,1.129,1.146,1.187,1.129,-1.33%,53.21,52.18,53.45,52.07,400.20K,1.84%,"3,801.19","3,801.62","3,810.78","3,776.51",-,0.04%,"1,854.10","1,860.20","1,873.20","1,846.00",1.40K,-0.37%
2021-01-13,34035.53,37888.0,32309.04,37393.66,39608.73718747,1.092,1.117,1.134,1.071,-3.31%,52.91,53.31,53.93,52.58,429.90K,-0.56%,"3,809.84","3,802.23","3,820.96","3,791.50",-,0.23%,"1,864.60","1,867.20","1,871.00","1,851.60",1.82K,0.57%
2021-01-14,37393.67,40127.66,36751.11,39125.14,31868.76049365,1.129,1.085,1.138,1.075,3.44%,53.57,52.84,53.75,52.24,390.09K,1.25%,"3,795.54","3,814.98","3,823.60","3,792.86",-,-0.38%,"1,861.00","1,856.90","1,866.20","1,836.60",1.94K,-0.19%
2021-01-15,39123.05,39697.0,34298.93,36754.67,36421.05918785,1.087,1.128,1.128,1.084,-3.75%,52.36,53.8,53.83,51.83,165.67K,-2.26%,"3,768.25","3,788.73","3,788.73","3,749.62",-,-0.72%,"1,839.00","1,857.90","1,863.40","1,832.30",0.54K,-1.18%
2021-01-19,36624.23,37857.0,35895.11,35917.28,18904.77910604,1.092,1.102,1.121,1.087,-0.77%,52.98,52.0,53.13,51.76,125.96K,1.18%,"3,798.91","3,781.88","3,804.53","3,780.37",-,0.81%,"1,849.00","1,832.80","1,850.70","1,810.00",1.63K,0.68%
2021-01-20,35921.91,36415.34,33387.01,35503.09,25445.70800774,1.077,1.1,1.107,1.075,-1.39%,53.24,53.13,53.79,53.05,37.84K,0.49%,"3,851.85","3,816.22","3,859.75","3,816.22",-,1.39%,"1,874.80","1,853.10","1,880.00","1,840.00",1.02K,1.40%
2021-01-21,35498.85,35628.24,30011.0,30855.95,50473.11375071,1.109,1.085,1.123,1.077,3.01%,53.13,52.93,53.41,52.75,352.40K,-0.21%,"3,853.07","3,857.46","3,861.45","3,845.05",-,0.03%,"1,874.00","1,876.90","1,882.70","1,869.20",1.81K,-0.04%
2021-01-22,30855.9,33867.0,28732.0,32984.93,48155.72161708,1.086,1.113,1.118,1.08,-2.14%,52.27,53.1,53.16,51.44,437.48K,-1.62%,"3,841.47","3,844.24","3,852.31","3,830.41",-,-0.30%,"1,864.80","1,871.30","1,871.30","1,845.00",1.12K,-0.49%
2021-01-25,32293.18,34888.0,31920.8,32261.87,23045.66293389,1.033,1.096,1.103,1.03,-5.73%,52.77,52.17,52.95,51.82,349.08K,0.96%,"3,855.36","3,851.68","3,859.23","3,797.16",-,0.36%,"1,863.90","1,864.40","1,874.40","1,855.00",1.66K,-0.05%
2021-01-26,32260.52,32960.37,30830.0,32510.82,23535.83891688,1.033,1.043,1.053,1.028,0.00%,52.61,52.91,53.25,52.29,314.54K,-0.30%,"3,849.62","3,862.96","3,870.90","3,847.78",-,-0.15%,"1,859.80","1,868.60","1,868.60","1,857.00",1.71K,-0.22%
2021-01-27,32510.82,32584.62,29156.0,30407.13,46207.08537355,1.013,1.04,1.05,1.001,-1.97%,52.85,52.76,53.3,51.85,442.38K,0.46%,"3,750.77","3,836.83","3,836.83","3,732.48",-,-2.57%,"1,853.80","1,858.60","1,858.60","1,843.00",1.26K,-0.32%
2021-01-28,30414.11,34000.0,29902.14,33488.99,36007.06269488,1.052,1.023,1.072,0.996,3.85%,52.34,52.65,53.58,52.04,411.41K,-0.96%,"3,787.38","3,755.75","3,830.50","3,755.75",-,0.98%,"1,845.80","1,846.20","1,870.40","1,841.50",0.81K,-0.43%
2021-01-29,33487.92,38570.13,31990.0,34262.11,72641.07974951,1.071,1.048,1.105,1.042,1.80%,52.2,52.15,53.25,51.93,410.91K,-0.27%,"3,714.24","3,778.05","3,778.05","3,694.12",-,-1.93%,"1,854.70","1,847.60","1,881.80","1,847.60",1.91K,0.48%
2021-02-01,33137.75,34728.57,32333.0,33533.19,21975.41378272,1.079,1.071,1.089,1.06,0.79%,53.55,51.99,53.74,51.64,416.07K,2.59%,"3,773.86","3,731.17","3,784.32","3,725.62",-,1.61%,"1,867.40","1,864.60","1,874.60","1,858.50",3.44K,0.68%
2021-02-02,33534.39,36000.0,33450.0,35512.67,19995.83908338,1.095,1.083,1.118,1.074,1.44%,54.76,53.48,55.26,53.45,463.72K,2.26%,"3,826.31","3,791.84","3,843.09","3,791.84",-,1.39%,"1,837.60","1,866.70","1,869.10","1,835.20",1.19K,-1.60%
2021-02-03,35513.0,37723.72,35393.8,37678.37,23781.96945181,1.139,1.108,1.141,1.105,4.07%,55.69,55.05,56.33,54.81,448.69K,1.70%,"3,830.17","3,840.27","3,847.51","3,816.68",-,0.10%,"1,839.60","1,844.30","1,847.20","1,834.80",1.21K,0.11%
